Interactor 1	Interactor 2
Nsun2	tRNA:Asp-GTC-1-4
brat	Sxl
tRNA:Gly-GCC-1-10	Mt2
Rac1	RhoGAP100F
His3	vig
Rho1	RhoGAP100F
png	tral
png	me31B
SIDL	Trs33
tRNA:Gly-GCC-1-5	Mt2
Stat92E	Dsp1
sina	ebi
sinah	ebi
ari-1	koi
fl(2)d	Dsp1
aub	eyg
GstD5	mbf1
usp	fru
tRNA:Asp-GTC-1-11	Nsun2
CG11396	l(3)76BDm
bam	Rcd-1
sqh	vib
Rac2	RhoGAP100F
lncRNA:Hsromega	TBPH
Dcr-2	wisp
tRNA:Gly-GCC-1-13	Mt2
HDAC1	Stat92E
bam	brat
CG11396	Bet3
kst	bbg
Tis11	bnl
Pof	egg
Flacc	Mettl14
gro	vnd
tRNA:Gly-GCC-1-6	Mt2
bam	Rga
Delta	O-fut1
Ide	mbf1
HDAC1	Dsp1
E(z)	pcm
Jra	Stat92E
ari-1	park
RhoL	RhoGAP100F
Src42A	cnk
SIDL	Bet5
Aldh-III	Ythdc1
Nsun2	tRNA:Asp-GTC-1-9
Flacc	Mettl3
Hrb87F	TBPH
bcd	Dcr-2
tRNA:Gly-GCC-1-3	Mt2
Nsun2	tRNA:Asp-GTC-1-3
png	pum
Nsun2	tRNA:Asp-GTC-1-6
tRNA:Gly-GCC-1-9	Mt2
Nsun2	tRNA:Asp-GTC-1-1
ari-2	park
Mtl	RhoGAP100F
tRNA:Gly-GCC-1-11	Mt2
Syt1	Syn
Rab11	pcs
E(z)	mbf1
ari-1	ari-2
fl(2)d	Aldh-III
park	koi
bam	Not3
Jra	Dsp1
CG4953	CG11396
eyg	gcl
yki	mir-8
sbr	betaTub56D
thoc5	PCID2
LanA	Ndg
sif	aPKC
ZIPIC	eEF1alpha1
Dronc	Myo31DF
dor	Vamp7
dwg	eEF1alpha1
vkg	Ndg
Bet3	gry
Rab5	dome
msn	Tao
Nrd1	vrs
mav	Gfrl
Bet5	gry
ed	Smurf
tim	Ubqn
tim	Rpn10
Sin3A	Pits
Cam	eag
CG4953	gry
ref(2)P	CIA30
Cam	cnn
Trs31	gry
Orc4	Cdc6
Hrb27C	how
dsh	ens
LanA	prc
raptor	Socs36E
pan	br
Syx17	Ykt6
prc	LanB2
pelo	Pink1
mTor	Socs36E
Cbp80	betaTub56D
Nrd1	Had1
thoc5	betaTub56D
vkg	LanB2
msl-2	eIF3d1
app	dachs
stau	Syp
ttk	Pits
His3	Lsm10
SCAR	Nlg1
kst	kirre
Hrb27C	msl-2
Rab11	dome
arm	br
Orc6	Cdc6
Cpsf6	Atg1
CG9067	gry
pelo	Cnot4
pnt	rl
ppk16	ppk11
NHP2	Sxl
Orc3	Cdc6
Hsap\MAPT	14-3-3epsilon
Orc5	Cdc6
Cbp80	PCID2
ppk	ppk16
l(3)76BDm	gry
PCID2	betaTub56D
pelo	pix
Orc2	Cdc6
pelo	park
vkg	prc
Hrb27C	Sxl
mre11	Art1
toy	Hipk
Cdk8	Doa
ft	app
Hrb27C	eIF3d1
JMJD6	vrs
Eb1	dome
Sirt2	mir-92a
Ndg	LanB1
Trs23	gry
Hrb27C	Unr
CG11396	gry
car	Ykt6
Trs20	gry
ey	Hipk
sgg	S6kII
prc	LanB1
stau	lncRNA:cherub
Trs33	gry
Syp	lncRNA:cherub
ppk	ppk11
14-3-3zeta	Hsap\MAPT
dor	Ykt6
Rab4	dome
sd	mir-8
Cpsf6	Atg8a
p53	gry
ref(2)P	pix
dome	Rab8
grau	eEF1alpha1
Mitofilin	Pink1
Cpsf6	Doa
park	pix
Cp190	Hsap\CDK5
smo	pic
ATPsynbeta	cid
Grip71	Mzt1
gammaTub37C	Mzt1
eIF3i	eIF3b
smo	Cul4
Grip91	ALiX
Cul4	Gprk2
Bdp1	Pbp95
Gbeta76C	Gprk2
Wdr92	Spag1
AGO1	mir-276a
Amph	Msp300
eIF4A	eIF3b
Arp3	SMC6
HeT-A\gag	TART-A\pol
mnd	mir-210
Bdp1	Pbp45
didum	SMC6
spag	Wdr92
egl	HeT-A\gag
pic	Gprk2
Sfmbt	Sumo
SMC5	didum
qjt	Arpc3A
Sfmbt	Mi-2
sna	ebi
piwi	Nup358
SMC5	Arp3
Sgs3	Pgant9
piwi	Kap-alpha3
ALiX	gammaTub23C
HDAC3	ebi
qjt	SMC6
Bdp1	Pbp49
Mi-2	Sumo
Abi	mir-252
U2af50	U5-40k
fl(2)d	snf
CSN3	Mlf
Myo61F	SMC5
Wdr92	rept
dsx	ix
tai	gce
mir-10	AGO1
fl(2)d	U2af50
SoxN	mir-210
l(2)gl	Vap33
Gbeta13F	Gprk2
fl(2)d	U2af38
Myo61F	SMC6
Sas-6	Gorab
mask	dome
mle	Polr2A
Vap33	Vha68-2
Act5C	cry
Grip128	Mzt1
ATPsynbetaL	cid
spd-2	ALiX
fl(2)d	snRNP-U1-70K
l(2)gl	par-1
Myo31DF	SMC6
Amph	Ca-Ma2d
SMC5	Myo31DF
MEP-1	Sumo
mir-5	AGO1
U2af50	Sxl
Wdr92	pont
mir-279	AGO1
Bx42	U2A
phyl	sinah
cnn	Mzt1
gammaTub23C	Mzt1
fl(2)d	Sxl
eIF3b	Mical
Sfmbt	MEP-1
dx	egr
Act57B	cry
Met	tai
mir-252	AGO1
Grip91	Mzt1
Vap33	Vha68-3
Pih1D1	Wdr92
CtBP	ebi
blw	cid
Gbeta13F	smo
ft	TER94
Nlp	TER94
Rheb	TER94
dhd	NO66
CaBP1	TER94
Inos	TER94
Hsp83	Cdc37
prd1	AP-2alpha
e(y)2	Orc1
Cdc37	InR
orb	hrg
Taf3	p53
Taf3	Antp
CG8892	TER94
Marf	TER94
EcR	Art1
CycA	Marf1
disco	CG46385
Rilpl	Arl8
Prosalpha6	TER94
CG17124	TER94
Nf-YA	CG46385
CG13482	CG46385
AGO3	TER94
Fim	TER94
Cam	cry
nAChRbeta3	RIC-3
alpha-Spec	TER94
p47	TER94
Ald1	TER94
OstDelta	TER94
Marf1	Not1
clu	TER94
mrt	Caf1-55
Ilp8	scb
Cdc6	Orc1
Rbp9	elav
CCT8	TER94
Glt	TER94
Rab11	TER94
mys	scb
Chc	TER94
RpS10b	TER94
CG10638	TER94
Bap111	e(y)3
fax	TER94
SerRS	TER94
CG5292	CG46385
Acn	cass
Df31	TER94
Ada2b	Pbp45
drl	TER94
Gint3	TER94
Calr	TER94
awd	TER94
Mdh2	TER94
Poxm	CG46385
Ada2b	Brf
Chd64	TER94
hrg	wisp
RpLP0	TER94
TfIIEbeta	Antp
Pih1D1	TER94
Sh3beta	TER94
Gcn5	Pbp45
E(bx)	ken
Pgk	TER94
stau	didum
Brf	Nipped-A
CG5674	CG46385
CG43755	TER94
Akap200	TER94
Myb	Orc1
FipoQ	TER94
e(y)2	Pbp45
CG5011	CG46385
Cnx99A	TER94
Orc5	Orc1
Idh3a	TER94
Vps26	iPLA2-VIA
AP-2alpha	unc-104
Orc6	Orc1
nonA	Clk
Prx6c	TER94
Rga	Marf1
Npl4	TER94
N	Vps26
Khc	stau
Gug	G9a
Mer	TER94
mrt	pzg
papi	TER94
Hsap\ATXN3	TER94
Polr2C	Polr2M
SuUR	Rif1
MRP	TER94
CG9467	TER94
Ptpmeg	TER94
regucalcin	TER94
boca	TER94
Stip1	TER94
e(y)2	Brf
Snr1	e(y)3
Gtpx	TER94
BicC	wisp
nAChRalpha2	RIC-3
gkt	TER94
nAChRalpha6	RIC-3
skd	pygo
GstO3	TER94
Rdh1	TER94
not	Pbp45
AnxB10	TER94
GluProRS	TER94
cPges	TER94
sbm	CD98hc
Roc1a	TER94
Rbf	Orc1
Mfap1	TER94
hbn	CG46385
Pbp45	Nipped-A
Itgbn	scb
capt	TER94
Prosbeta1	TER94
scf	TER94
prd1	unc-104
Pp1-13C	uri
Ufd1	TER94
Usp10	CG46385
Gp93	TER94
Orc4	Orc1
nAChRalpha3	RIC-3
Rab23	cass
CG3008	TER94
Diap1	TER94
Cul1	TER94
Moe	TER94
cib	TER94
AP-1-2beta	Bub1
Golgin97	TER94
Gsc	TER94
Orc2	Orc1
AP-1-2beta	prd1
twin	Marf1
bsk	MKP-4
E2f1	Orc1
flw	uri
Rbp9	fne
cav	Orc1
tkv	scb
nod	Eb1
Hsp110	TER94
Marf1	Caf1-55
Pi3K68D	TER94
not	Brf
Akt	TER94
Hmx	CG46385
CCT3	TER94
Gcn5	Brf
Uch	TER94
eEF1delta	TER94
Pp1alpha-96A	uri
slmb	TER94
atl	TER94
Prosalpha7	TER94
Sgf11	Pbp45
wds	Tet
Orc3	Orc1
CG8036	TER94
Nacalpha	TER94
Sgf11	Brf
fabp	TER94
Not3	Marf1
Der-1	TER94
rictor	TER94
Echs1	TER94
lwr	TER94
Pp1-87B	uri
Ptp52F	TER94
brp	par-1
Ubx	Chrac-14
abd-A	ovo
Ubx	HP1b
Fkbp14	Pdi
Rac1	Pkn
Ubx	CG10321
Pglym78	Pdi
Fim	Pdi
eve	exd
abd-A	D1
abd-A	Hr83
abd-A	tio
abd-A	CG30020
Orc3	xmas
Hsap\ATXN3	foxo
CycE	Cul4
Ror	wg
Ubx	Antp
CG7546	Iru
abd-A	odd
Ubx	D19B
Ubx	vvl
abd-A	Sox15
Pgant35A	Ten-m
Ubx	HDAC1
Ntf-2	Pdi
chic	Pdi
abd-A	D19B
Ubx	da
Ubx	Ptx1
abd-A	Hey
CG11267	Pdi
abd-A	HDAC1
term	Ubx
CG31445	Pdi
aop	Fbl6
PH4alphaEFB	Pdi
vig	RpL21
Ubx	Optix
Trxr1	Pdi
Ubx	CG13775
Ubx	fd102C
Ubx	Doc1
CG13887	Pdi
Hsp60A	Pdi
RpL21	hpRNA:CR46342
abd-A	ph-p
Ubx	dmrt93B
scu	Pdi
tho2	thoc5
tpr	Np
abd-A	pan
Ubx	CoRest
emc	Ubx
abd-A	gsb-n
P58IPK	Pdi
Ubx	noc
Ssl1	Cdk7
Prosalpha1	Pdi
aly	tomb
abd-A	Vsx2
vig	mir-ban
Ssl1	Xpd
CG16959	Pdi
abd-A	dmrt93B
Ubx	Sox21a
mir-ban	bel
Nuf2	Sf3a2
Ubx	hng1
brat	Tis11
B52	PGRP-LC
tws	baf
abd-A	Ets97D
ac	phyl
Ras85D	pico
Ubx	Blos1
abd-A	BtbVII
abd-A	vvl
Roc1a	Cul2
CG1092	Pdi
AGO1	bel
Ubx	klu
vig	bel
abd-A	z
ac	sina
Orc6	xmas
Ubx	p53
Abd-B	Ubx
Ubx	TfIIEbeta
RhoGDI	Pdi
r2d2	Dcr-1
capt	Pdi
abd-A	Sox21a
exd	Doc2
Ubx	drm
abd-A	fd3F
cib	Pdi
abd-A	sd
arm	slmb
Ubx	Hnf4
Tctp	Pdi
thoc5	thoc7
RpL32	mir-ban
sog	Sxl
abd-A	Hsf
abd-A	Six4
Ubx	Smox
exd	bin
qkr54B	shep
Orc5	xmas
Ptp10D	xmas
abd-A	Kdm5
Ubx	maf-S
abd-A	grau
hyd	Diap1
Sumo	Pdi
abd-A	sage
Uch	Pdi
Ubx	Pep
Ubx	Ravus
Pka-C3	Sxl
hay	Ssl1
abd-A	Pep
abd-A	foxo
PCNA	Pdi
abd-A	Zif
Ras64B	xmas
Sf3a2	Spc25
Prx6c	Pdi
exd	CtBP
Sar1	Sec16
Ubx	Dref
Ubx	psq
Fmr1	RpS7
abd-A	CrebB
RpL21	AGO2
CG15141	Diap1
sc	phyl
abd-A	CG10321
veli	vari
Prosalpha4	Pdi
sel	Pdi
Fmr1	bel
abd-A	Chrac-14
Cbp80	xmas
flw	tim
DCP1	tral
abd-A	prd
Ubx	TFAM
Ubx	ZIPIC
abd-A	klu
Ubx	Chrac-16
abd-A	maf-S
sca	Sxl
RpL21	AGO1
Ubx	tgo
Ubx	rn
Ror	fz2
Ubx	grh
eEF1delta	Pdi
HINT1	Pdi
Ubx	ph-p
Ubx	Bro
N	Sxl
abd-A	mor
exd	Dref
Ubx	NC2beta
abd-A	hth
ash2	Ubx
exd	salm
abd-A	BEAF-32
abd-A	sqz
exd	slou
Oli	vnd
Ubx	slbo
CG14715	Pdi
Ubx	az2
Sf3a2	Prp31
glob1	Actin
RpL22	Fmr1
Calr	Pdi
CG10265	Pdi
abd-A	al
gsb-n	Ubx
ATPsynbeta	Pdi
Ilp2	CG11656
sina	sc
Ubx	dimm
bru1	Sxl
Ubx	Six4
abd-A	SoxN
thoc5	xmas
abd-A	Ssb-c31a
e(y)2	xmas
RpL22	AGO1
Ubx	Hr96
CkIIbeta	hry
exd	pnt
thoc5	thoc6
CG17019	srl
CaBP1	Pdi
SkpA	pall
grau	Ubx
exd	Su(H)
Tfb1	Ssl1
abd-A	ttk
Ubx	pzg
hb	Ubx
abd-A	pdm3
CG2852	Pdi
Bacc	Pdi
Pgd	Pdi
abd-A	HP1b
mor	Ubx
abd-A	da
abd-A	Deaf1
abd-A	Su(var)205
Ndc80	Sf3a2
Gp93	Pdi
exd	nau
Ubx	exex
Ubx	z
abd-A	kay
hry	CkIIalpha
Ubx	Pph13
Ubx	Hand
Fkbp12	Pdi
DCP2	Ge-1
CG11060	Pdi
abd-A	d4
CG2004	Pdi
Ubx	Hr78
Ran	mir-ban
Ubx	d4
exd	tup
abd-A	org-1
Ubx	Xrp1
abd-A	gt
bsk	Tnks
Pp1-87B	tim
O-fut2	Pdi
abd-A	Hinfp
U2af50	Prp19
Poxm	Ubx
Hel25E	thoc6
fabp	Pdi
Inos	Pdi
DCP2	Edc3
Ubx	Trl
sub	gammaTub23C
Hel25E	thoc7
DCP1	Diap1
abd-A	Sox21b
abd-A	eg
abd-A	achi
bel	hpRNA:CR46342
FBXO11	Diap1
Wnt5	Ror
dpn	insb
Lam	baf
Sry-beta	Ubx
D	vnd
exd	kni
sca	N
shep	sqd
Gagr	Pdi
Ubx	CtBP
Traf-like	nopo
GstE6	Pdi
Ubx	bs
abd-A	NK7.1
GstO3	Pdi
Ubx	unc-4
Ubx	schlank
Ubx	Odj
esc	Ubx
gro	Ubx
abd-A	Ravus
Ubx	Hinfp
abd-A	cas
Sh3beta	Pdi
Ubx	cas
Eno	Pdi
awd	Pdi
Ubx	Ets97D
odd	Ubx
Ubx	CG30020
CG6966	Slbp
Ubx	PHDP
abd-A	pros
Rab5	Dlic
abd-A	PHDP
Su(var)205	Ubx
abd-A	CtBP
Pvr	DnaJ-1
abd-A	Drgx
abd-A	Dfd
CG8036	Pdi
fu	Gprk2
abd-A	Chrac-16
Tig	Pgant3
kay	Ubx
Uggt	Pdi
Mad1	RAF2
abd-A	bs
Polr2A	U2af50
wek	Ubx
Tao	GckIII
abd-A	p53
Lam	tws
abd-A	psq
Hel25E	Hpr1
Ubx	YL-1
exd	tin
Rab35	shep
Phb1	Pdi
regucalcin	Pdi
abd-A	trem
Dll	exd
Prp31	Spc25
Rab23	shep
Dfd	Ubx
Ubx	pdm3
Ubx	seq
Akap200	Pdi
Ubx	HLH54F
cno	smash
abd-A	schlank
Fmr1	Gld2
Hel25E	tho2
Myb	Ubx
Ubx	Ssb-c31a
AnxB10	Pdi
porin	Pdi
PCID2	xmas
mts	tws
Ubx	Deaf1
Hsf	Ubx
Pp1-13C	tim
Ubx	HHEX
Lasp	Actin
Ubx	Zif
abd-A	CG34376
amos	Ubx
nab	rn
14-3-3epsilon	Pdi
ftz	Ubx
Sod1	Pdi
abd-A	CoRest
Nuf2	Prp31
Ubx	CrebB
D1	vnd
Pp1alpha-96A	tim
smash	Src42A
sd	Ubx
abd-A	Dref
Roc1a	Cul4
Iru	AGO1
cPges	Pdi
abd-A	ZIPIC
RpL22	vig
tud	TER94
Fer1HCH	Pdi
abd-A	az2
abd-A	emc
Ubr1	Diap1
abd-A	ush
Ubx	Plzf
Ubx	ab
Ubx	vnd
park	Hsap\TAF15
vig	hpRNA:CR46342
Ten-m	Pgant3
Mdh2	Pdi
trc	GckIII
Ubx	achi
exd	mam
Akr1B	Pdi
abd-A	Jra
Nrd1	SRPK
Ubx	NK7.1
RpL32	hpRNA:CR46342
LSm1	LSm7
pio	Np
abd-A	Hsp83
abd-A	C15
exd	mid
TER94	Pdi
Nrx-IV	vari
Ubx	Hr83
RpS7	AGO2
abd-A	Hand
RpL22	hpRNA:CR46342
exd	slp2
NetA	Sxl
msps	mars
abd-A	crol
RpS7	AGO1
Ilp2	rdhB
Ssl1	mrn
abd-A	HLH54F
Ubx	bab1
Ubx	CTCF
Df31	Pdi
ovo	Ubx
scf	Pdi
sqz	nab
abd-A	unc-4
Hr3	Ubx
Ubx	CG10209
abd-A	CG13775
abd-A	tgo
baz	smash
abd-A	wek
Moe	Pdi
abd-A	Hr78
abd-A	HHEX
Burs	Pburs
eag	CaMKII
abd-A	Myb
E(spl)mdelta-HLH	Ubx
abd-A	exex
Ubx	fd96Cb
exd	lbe
Ubx	ktub
CG9014	endos
abd-A	dimm
Trx2	Pdi
Chd64	Pdi
Ubx	SoxN
tws	Nup107
mbt	LIMK1
SIFaR	SIFa
D1	Ubx
Trl	Taf3
abd-A	Plzf
abd-A	rn
Mad1	Ulp1
fru	lola
Ubx	foxo
sub	Grip71
betaTub56D	xmas
E(spl)mgamma-HLH	Ubx
abd-A	bcd
Ubx	Sox21b
Lam	LBR
Stip1	Pdi
abd-A	Odj
ecd	Ubx
abd-A	slbo
Sgf11	xmas
Ran	hpRNA:CR46342
abd-A	seq
eg	Ubx
Ubx	tio
LSm-4	LSm1
CG10638	Pdi
Ubx	Hey
abd-A	Pph13
Orc2	xmas
Ubx	C15
RpL22	AGO2
U2af50	fand
Nlp	Pdi
CG4598	Pdi
tacc	mars
per	CkIalpha
Ubx	sage
abd-A	ey
Pu	ple
Ilp2	conv
exd	Poxm
RpL21	mir-ban
bcd	Ubx
RpS7	mir-ban
Ubx	crol
ush	CtBP
Ubx	org-1
RpS7	hpRNA:CR46342
Drice	Hsap\PARP1
Usp39	Pdi
ERp60	Pdi
Ubx	side
RpL22	mir-ban
abd-A	Hnf4
bsh	Ubx
abd-A	hb
abd-A	fd59A
exd	srp
Idgf6	Pdi
Ubx	E2f2
abd-A	CTCF
Ubx	ey
lark	Fmr1
Ubx	Hmg-2
sub	gammaTub37C
Ubx	Tip60
abd-A	vnd
Ndc80	Prp31
abd-A	Antp
HmgD	Pdi
Fmr1	RpL21
orb	shep
Ubx	BEAF-32
Ubx	sqz
abd-A	ab
so	Ubx
abd-A	Ptx1
abd-A	Trl
Su(H)	dom
abd-A	Doc1
eEF5	Pdi
Hen1	mir-let7
abd-A	Hmg-2
abd-A	pzg
Ubx	fd3F
piwi	xmas
Mgtor	Mad1
Gtpx	Pdi
eIF4E1	Gld2
Orc4	xmas
tomb	comr
Jra	Ubx
abd-A	esc
otk	Ror
corto	Dsp1
abd-A	Xrp1
Ubx	Kdm5
Ubx	Vsx2
vig	AGO1
mod	Ubx
Ilp2	CG31200
abd-A	btd
Ror	Wnt4
Nacalpha	Pdi
Ubx	hng2
Rap1	pico
Hsp83	Ubx
gt	Ubx
exd	bap
Ubx	trem
Fem-1	Slbp
Su(var)205	G9a
dpr9	DIP-lambda
dpr6	DIP-lambda
shep	pAbp
Bap111	d4
chif	Gcn5
dpr9	DIP-delta
yps	shep
polybromo	osa
osk	me31B
dachs	elgi
yps	DCP1
sktl	Dlic
HP1c	egg
CCT3	mtgo
dpr18	DIP-zeta
HP1c	Su(var)3-9
DIP-iota	dpr7
HP1c	G9a
DIP-eta	dpr5
dpr1	DIP-kappa
Polr2A	HP1b
narya	vilya
DIP-kappa	dpr7
ac	sens
shep	bel
tral	shep
Shark	Dok
pum	pgc
dpr10	DIP-beta
Rop	Syx1A
Tdrd3	AGO2
E(spl)m6-BFM	neur
DIP-kappa	dpr2
kel	Brr2
timeout	shep
Act42A	Act79B
dpr14	DIP-zeta
dpr10	DIP-lambda
exu	DCP1
repo	mir-1
vig	Tdrd3
sens	sc
d4	polybromo
baz	Dlic
d4	osa
Rm62	Top3beta
HP1b	G9a
nenya	vilya
Nin	ens
Snr1	d4
Tsp2A	aPKC
Rack1	Tsp2A
Rm62	Tdrd3
kel	mei-38
brm	Brd7-9
neur	Ocho
Vang	Snx27
Mcm6	chm
svp	Gug
dpr9	DIP-epsilon
DIP-iota	dpr4
stan	Snx27
kel	Grip71
sktl	IKKepsilon
apn	crb
kel	hts
DIP-iota	dpr3
neur	BobC
HP1b	egg
HP1b	Su(var)3-9
me31B	pgc
sens	ato
dpr8	DIP-lambda
dpr18	DIP-epsilon
lncRNA:flam	caz
neur	BobA
narya	nenya
DIP-iota	dpr5
DIP-iota	dpr2
dpr9	DIP-zeta
dpr15	DIP-beta
His3	HP1b
heca	raptor
bru1	pgc
neur	BobB
Brd	neur
HDAC1	fuss
GM130	Tango1
arm	Oseg1
trr	Hcf
tbrd-1	tplus3b
su(Hw)	Clamp
Ilp2	Sdr
PlexA	Sema5c
trr	Hsap\H3-3B
E(spl)mbeta-HLH	lncRNA:SMRG
Cp190	Clamp
cher	Actin
Su(var)205	ova
Klp64D	rempA
Prp4k	yki
Sar1	Tango1
cher	wash
Klp64D	Oseg1
Hmr	Nlp
ImpL2	Ilp6
ImpL2	Ilp2
Dlish	CG12084
arm	rempA
Vinc	cher
ova	Su(var)3-3
Grasp65	Tango1
Axn	rempA
Dlish	EloC
mod(mdg4)	Clamp
Sdr	Ilp6
Rab1	Tango1
Khc	sgg
Hmr	Nph
Klp64D	Axn
Axn	Oseg1
Kap3	rempA
ovo	yki
skd	MED1
lms	exex
ecd	Zaf1
Pdp1	CG4328
CG31955	Coop
gcm2	dve
Rel	Dlip3
sisA	Ets65A
Rel	topi
toy	Lpt
Dr	CG9727
CG3065	trem
cato	CG33695
tap	CG4730
phol	CG31955
Irbp18	lmd
so	Hr78
sisA	Rel
CG12299	CG10209
drm	CG12054
CG16863	hng2
Iswi	nsl1
Hr78	CG4328
kn	phol
drm	CG17801
ash2	Hr78
gcm	CG12075
svp	zfh2
amos	Hr78
slbo	Irbp18
foxo	CG32121
foxo	CrebB
pnt	Ptx1
bap	BEAF-32
Hr78	GATAd
Rel	Sox21a
CG8319	tHMG2
phol	Cenp-C
CG31642	vnd
C15	drm
lab	l(1)sc
ovo	CG10565
Hr78	pan
ktub	CG31955
CG14965	CG31955
Lim3	GATAd
CG3815	lms
ovo	drn
bowl	p53
EcR	MBD-like
sage	CG31875
CG2712	Irbp18
Zif	Antp
toy	ZIPIC
CG32772	jing
inv	drm
Lime	prg
Irbp18	CG10654
dmrt11E	Irbp18
E(spl)m3-HLH	Rel
Eip78C	unpg
CG3491	CG8478
SoxN	bun
Eip78C	grh
Dref	Dsp1
Hr78	CG34376
CG17287	CG10654
ZIPIC	gem
gcm2	Irbp18
CG7963	CG6654
Hmg-2	Chrac-16
CG15336	CG13775
Ets21C	pad
sv	Hr78
Bdp1	d4
Scm	fuss
tin	Rel
Eip78C	mbf1
Hr78	CG3815
CG1407	pdm3
MBD-R2	mbf1
H2.0	CG10654
fd96Ca	CG4956
bdwf	CG31955
org-1	CG15336
pros	CtBP
CG2202	CG10979
z	CG10321
C15	Hr78
Dll	sv
retn	Rel
Eip78C	Bgb
ct	Rel
Sag1	Myc
Rel	Cenp-C
CG4956	CG31955
gro	Su(var)2-10
H	Rel
Ptx1	PolE4
Ets65A	CG45071
Met	Hr78
Pph13	CG12219
Hr78	CG18599
Oli	fd3F
CG10959	GATAe
Rx	drm
eg	CG8319
fd96Cb	Blos1
ovo	Eip93F
Nurf-38	Rcd5
chn	CG6654
Ets65A	CG15710
bap	Rel
Hr78	REPTOR-BP
CG1647	Coop
Zif	CrebB
ovo	CG10654
E(bx)	mof
Trl	Blos1
Hr78	BtbVII
tio	Mtp
lms	SREBP
Deaf1	CG44247
CG2712	Sox21a
maf-S	foxo
Hr78	sens-2
hth	CG31612
exd	CG9776
Cdk8	MED1
term	Rel
lmd	vvl
Sox21a	DZIP1
jing	Mtp
drm	GATAe
Pink1	larp
CG12236	GATAd
GATAe	tef
Rel	CrebB
Hr78	CG11085
dmrt11E	Boh1
unpg	CG31835
Deaf1	CG1233
Eip78C	CG17801
BuGZ	CG10654
tap	Irbp18
Iswi	MBD-R2
lms	prg
svp	hng2
Eip75B	hng2
fd59A	Hr78
Ets65A	lbe
Hr78	CG17803
chn	CG6813
p53	CG1647
Rel	dmrt93B
Hr78	HLH54F
CG6276	CG11398
toy	pzg
CG13204	Irbp18
CG9890	polybromo
Ets65A	tHMG1
Kr	d4
zfh1	Eip78C
CG8924	CG31955
spab	CG10654
Hr78	CG15269
CG7386	CG8478
BuGZ	Boh1
tll	Hr78
Ets65A	fuss
CG15812	Sox21b
Eip78C	Blimp-1
CG15269	CG42748
B-H2	Su(z)12
CG15435	CG34376
pho	retn
GATAe	CG15696
croc	foxo
kn	MBD-like
trr	CG7386
esc	ind
ftz-f1	CG31955
NC2alpha	CG31955
crm	Cenp-C
sob	Rel
d4	PolE4
CG10565	fd3F
bap	Paris
chinmo	br
CG4820	Sox21b
Rel	chm
Dref	CG4820
eyg	Hr78
Hr78	CG16863
tj	Rel
E(spl)m8-HLH	kn
yem	jing
schlank	Blos1
Pph13	CG32772
NFAT	vis
zfh1	CG33695
Lime	foxo
ey	Hr78
Myb	CG10565
Pep	PolE4
zfh2	tap
CG3726	CG10654
CG9776	CG10654
pho	p53
ftz-f1	Rel
CG34367	CrebB
upd1	lin-28
vis	CG31642
Ets65A	d4
E(bx)	MBD-R2
tll	B-H1
ato	CG8319
Deaf1	CG13287
CG15435	Sox21a
Su(var)2-10	Hr78
dve	CG9705
hbn	CG8478
Poxm	CG4496
C15	CG13287
CG9890	thoc5
Su(H)	E2f2
Trl	drm
gl	CG9215
Met	Rel
Rel	Mnt
Rel	CG10348
su(Hw)	bbx
btn	da
Iswi	Rcd5
mirr	Unr
dsx	CG3919
ewg	CG14711
drm	nom
CG17287	Irbp18
CG6686	CG31955
Hnf4	Rel
Hr78	lola
bsh	HLH54F
CG6765	Sox21b
svp	Coop
PolE4	Kr-h1
Bro	Rel
Mad	Hr78
CG2875	fuss
D19B	Irbp18
Hr78	brk
nau	CG12236
Hr78	CG10321
B-H2	Usf
dpn	GATAe
Cf2	org-1
CG3919	salm
CadN	Src64B
Lime	Sox21a
Eip75B	drm
CG15269	Kcmf1
CG30431	Antp
Fer2	Blos1
Klf15	CG14667
CG17801	CG31955
Irbp18	CG10669
Hr78	Blos1
CG18599	fuss
dsx	CG8478
sage	CG4730
CG10321	Sag1
flw	ASPP
Sp1	brk
Rel	CG32772
Ets65A	CG33695
wor	brk
Kr	Ptx1
CG12075	MBD-R2
Mnt	sage
Hr78	Odj
pdm2	CG14441
en	Boh1
Hr78	dmrt93B
Hr78	MBD-R2
Hr78	CG15435
hng2	sage
Sp1	CG12299
C15	Ptx1
Rel	ktub
Mad	cnc
Hr78	CG3726
Eip78C	SoxN
cato	CG17801
foxo	da
Rel	htk
drm	Blos1
Hr78	CG7963
foxo	CG17803
Lim3	CG10654
bowl	CG4854
Fer2	NfI
drm	CG10565
Irbp18	CG18599
hry	CG10654
Irbp18	tgo
Rel	Optix
CG15336	foxo
Zif	CG34367
lbe	CG8301
Eip78C	CG10209
CadN	Src42A
bowl	Hr78
D1	Hr78
HLH54F	CG12744
Ets65A	CG6765
Pp1alpha-96A	RASSF8
CG7386	CG31955
ey	Hr51
NC2beta	Dbx
E2f1	CG13287
tin	Sag1
Ccdc85	ASPP
CG6470	prg
B-H1	CG32772
grau	retn
dsx	Mnt
kipf	Hr78
brm	shep
l(2)k10201	Irbp18
Ets65A	Max
drm	Spps
Ets65A	Sox21a
Blos1	BtbVII
ecd	MBD-like
CG15269	Doc3
tup	Lpt
Hr78	CG15696
Hr78	Lime
Rel	TfAP-2
fkh	Rbf
Srpk79D	brp
bap	Deaf1
